date,気象観測地ID,日照時間,日照時間（平年）,全天日射量,全天日射量（平年）,平均風速,最大風速,最大風速風向,最大瞬間風速,最大瞬間風速（風向）,最多風向,平均雲量,平均雲量（平年）,天気（日中）,天気（夜）,平均現地気圧,降雪量,降雪量（平年）,最深積雪,最深積雪（平年）
2014-07-04,w000014,0.3,4.1,,,2.0,4.5,南西,8.0,南西,南南東,,,,,,,,,
2014-07-05,w000014,5.0,4.2,,,2.2,4.3,北,7.9,北,東南東,,,,,,,,,
2014-07-06,w000014,5.0,4.2,,,1.7,4.5,北北西,6.8,北西,北北西,,,,,,,,,
2014-07-07,w000014,0.8,4.2,,,2.5,8.1,西南西,12.4,西南西,西南西,,,,,,,,,
2014-07-08,w000014,5.5,4.2,,,1.3,3.8,北北西,5.4,北,南南東,,,,,,,,,
2014-07-09,w000014,7.2,4.2,,,2.6,6.7,西,10.1,西,西南西,,,,,,,,,
2014-07-10,w000014,1.0,4.3,,,1.8,4.7,北北西,7.4,北西,北北西,,,,,,,,,
2014-07-11,w000014,4.8,4.3,,,4.1,7.7,西南西,11.7,西南西,西南西,,,,,,,,,
2014-07-12,w000014,11.3,4.3,,,4.3,7.5,西南西,12.3,西南西,南西,,,,,,,,,
2014-07-13,w000014,0.0,4.4,,,2.0,5.7,南西,9.1,南西,東北東,,,,,,,,,
2014-07-14,w000014,0.4,4.6,,,1.8,4.6,南西,7.1,南西,西,,,,,,,,,
2014-07-15,w000014,9.3,4.8,,,1.7,4.2,西,5.9,西,北西,,,,,,,,,
2014-07-16,w000014,1.0,5.0,,,1.9,6.1,西,10.4,西,南南東,,,,,,,,,
2014-07-17,w000014,2.0,5.2,,,2.5,6.5,西南西,9.0,西南西,西北西,,,,,,,,,
2014-07-18,w000014,2.6,5.5,,,2.2,5.8,西南西,9.4,西南西,南西,,,,,,,,,
2014-07-19,w000014,5.0,5.7,,,2.5,5.7,西南西,7.7,西南西,西南西,,,,,,,,,
2014-07-20,w000014,13.0,5.9,,,2.4,5.6,西北西,7.6,西,西南西,,,,,,,,,
2014-07-21,w000014,13.1,6.2,,,1.7,4.4,北西,6.1,北北西,南南東,,,,,,,,,
2014-07-22,w000014,6.7,6.4,,,2.4,6.1,西南西,9.0,西,南,,,,,,,,,
2014-07-23,w000014,4.4,6.5,,,3.9,7.0,西南西,10.8,西南西,南西,,,,,,,,,
2014-07-24,w000014,0.3,6.7,,,4.3,6.1,西南西,9.6,南西,西南西,,,,,,,,,
2014-07-25,w000014,8.4,6.8,,,2.0,5.3,西北西,7.4,西,西北西,,,,,,,,,
2014-07-26,w000014,13.3,6.9,,,2.8,6.9,西,10.9,西,南南東,,,,,,,,,
2014-07-27,w000014,3.9,6.9,,,3.8,8.1,西南西,14.0,西南西,西,,,,,,,,,
2014-07-28,w000014,13.0,7.0,,,2.3,4.9,北,8.6,北,東,,,,,,,,,
2014-07-29,w000014,11.9,7.1,,,2.1,5.2,北北西,7.7,北北西,南南東,,,,,,,,,
2014-07-30,w000014,12.3,7.1,,,1.9,3.8,北西,5.9,北西,南南東,,,,,,,,,
2014-07-31,w000014,12.4,7.2,,,2.0,3.9,西北西,6.3,西北西,北西,,,,,,,,,
2014-08-01,w000014,12.2,7.3,,,1.9,6.0,西,8.0,西,南東,,,,,,,,,
2014-08-02,w000014,3.4,7.3,,,1.6,5.9,西,9.6,西,南,,,,,,,,,
2014-08-03,w000014,1.4,7.4,,,1.2,3.6,西北西,5.1,西,西北西,,,,,,,,,
2014-08-04,w000014,1.2,7.4,,,2.4,6.5,西南西,10.0,西南西,南南東,,,,,,,,,
2014-08-05,w000014,7.0,7.4,,,4.0,8.3,西南西,13.2,南西,西南西,,,,,,,,,
2014-08-06,w000014,3.6,7.4,,,2.8,10.1,西南西,15.3,西南西,西南西,,,,,,,,,
2014-08-07,w000014,0.9,7.4,,,1.6,8.2,南西,14.3,西南西,北西,,,,,,,,,
2014-08-08,w000014,0.0,7.3,,,1.8,5.0,北北東,7.9,北北東,東南東,,,,,,,,,
2014-08-09,w000014,0.0,7.3,,,2.1,4.2,東南東,7.5,東,東南東,,,,,,,,,
2014-08-10,w000014,0.0,7.2,,,5.1,13.6,西南西,20.6,西南西,東,,,,,,,,,
2014-08-11,w000014,5.5,7.1,,,6.1,9.9,南西,16.3,南西,西南西,,,,,,,,,
2014-08-12,w000014,4.0,7.1,,,1.3,3.3,北西,5.3,北北西,東,,,,,,,,,
2014-08-13,w000014,3.7,7.1,,,1.6,3.8,北北西,6.4,北,東南東,,,,,,,,,
2014-08-14,w000014,4.8,7.0,,,2.6,5.5,東,10.5,東,東,,,,,,,,,
2014-08-15,w000014,1.3,7.0,,,3.8,9.5,南西,14.0,西南西,南西,,,,,,,,,
2014-08-16,w000014,0.0,7.0,,,1.6,4.1,北西,7.1,北西,東南東,,,,,,,,,
2014-08-17,w000014,0.1,7.0,,,1.5,4.2,西北西,5.6,西北西,北,,,,,,,,,
2014-08-18,w000014,8.6,7.0,,,1.6,7.2,西南西,11.5,西,南東,,,,,,,,,
2014-08-19,w000014,11.3,7.0,,,2.6,7.0,西南西,10.2,西南西,西南西,,,,,,,,,
2014-08-20,w000014,10.5,7.0,,,1.9,7.2,西南西,10.7,西南西,北西,,,,,,,,,
2014-08-21,w000014,1.6,7.0,,,1.5,3.1,北西,4.5,北西,南南東,,,,,,,,,
2014-08-22,w000014,5.9,7.0,,,2.2,8.4,西,13.0,西,南南西,,,,,,,,,
2014-08-23,w000014,11.6,7.0,,,1.9,5.5,西北西,7.3,西北西,西北西,,,,,,,,,
2014-08-24,w000014,1.8,6.9,,,1.2,3.3,北西,4.9,北西,南,,,,,,,,,
2014-08-25,w000014,0.6,6.8,,,1.7,3.9,東南東,7.4,東南東,南東,,,,,,,,,
2014-08-26,w000014,1.5,6.7,,,2.2,6.8,南東,11.9,南東,北東,,,,,,,,,
2014-08-27,w000014,4.3,6.7,,,2.0,4.6,北西,7.0,北西,北西,,,,,,,,,
2014-08-28,w000014,6.1,6.6,,,2.5,4.9,西南西,7.5,南西,西南西,,,,,,,,,
2014-08-29,w000014,4.8,6.5,,,1.8,4.6,北北西,7.1,北北西,東,,,,,,,,,
2014-08-30,w000014,6.1,6.3,,,2.1,6.7,北西,10.3,北西,北東,,,,,,,,,
2014-08-31,w000014,5.3,6.2,,,1.8,4.4,北北西,6.8,北北西,北北西,,,,,,,,,
2014-09-01,w000014,2.7,6.1,,,1.4,4.0,北西,5.6,北北西,南南東,,,,,,,,,
2014-09-02,w000014,10.0,5.9,,,2.0,4.8,西北西,6.6,北西,西北西,,,,,,,,,
2014-09-03,w000014,2.3,5.8,,,1.1,2.2,南東,4.8,南南東,南南東,,,,,,,,,
2014-09-04,w000014,2.0,5.7,,,1.9,8.4,西北西,12.9,西北西,西,,,,,,,,,
2014-09-05,w000014,3.6,5.5,,,1.6,4.6,西,6.5,西南西,西北西,,,,,,,,,
2014-09-06,w000014,9.4,5.4,,,1.8,3.9,北北西,6.3,北,南南東,,,,,,,,,
2014-09-07,w000014,11.5,5.3,,,2.0,5.2,西北西,7.3,北西,南南東,,,,,,,,,
2014-09-08,w000014,7.4,5.2,,,1.7,4.9,北西,7.3,北北西,南南東,,,,,,,,,
2014-09-09,w000014,11.2,5.1,,,1.9,5.0,西北西,8.0,西北西,北北西,,,,,,,,,
2014-09-10,w000014,8.7,5.1,,,1.9,3.6,西北西,5.4,西北西,南,,,,,,,,,
2014-09-11,w000014,8.3,5.0,,,2.3,5.2,北北西,9.6,北北西,北,,,,,,,,,
2014-09-12,w000014,9.7,5.0,,,2.2,4.8,西北西,7.7,西北西,西北西,,,,,,,,,
2014-09-13,w000014,8.0,5.0,,,1.8,4.2,北西,6.2,西北西,南東,,,,,,,,,
2014-09-14,w000014,11.5,5.0,,,2.1,4.7,北北西,7.4,北北西,東,,,,,,,,,
2014-09-15,w000014,1.4,5.0,,,1.4,3.1,東北東,4.1,西北西,南南東,,,,,,,,,
2014-09-16,w000014,7.8,5.0,,,1.9,4.1,北西,6.4,北西,北西,,,,,,,,,
2014-09-17,w000014,2.1,5.0,,,2.4,4.5,北北東,9.0,北北東,北東,,,,,,,,,
2014-09-18,w000014,8.0,5.0,,,2.6,5.6,北,9.9,北,北北西,,,,,,,,,
2014-09-19,w000014,5.6,5.0,,,1.7,3.8,北西,6.2,北,南南東,,,,,,,,,
2014-09-20,w000014,6.2,5.0,,,1.6,4.5,北,7.8,北,東北東,,,,,,,,,
2014-09-21,w000014,11.6,5.0,,,1.7,4.6,北西,6.7,北北西,東,,,,,,,,,
2014-09-22,w000014,8.4,4.9,,,1.8,4.9,北,8.0,北北西,東北東,,,,,,,,,
2014-09-23,w000014,10.7,4.9,,,2.2,4.3,東南東,8.7,東,東,,,,,,,,,
2014-09-24,w000014,0.0,4.8,,,1.7,6.6,西南西,10.5,西,南東,,,,,,,,,
2014-09-25,w000014,0.0,4.8,,,2.7,7.1,北北東,12.6,北北東,北北東,,,,,,,,,
2014-09-26,w000014,4.3,4.7,,,2.4,5.7,東北東,10.6,東,東北東,,,,,,,,,
2014-09-27,w000014,7.5,4.7,,,1.8,3.9,北西,5.7,北西,南南東,,,,,,,,,
2014-09-28,w000014,9.6,4.6,,,2.1,5.2,北,9.7,北,北,,,,,,,,,
2014-09-29,w000014,10.1,4.6,,,2.0,5.0,北北西,7.8,北北西,北北西,,,,,,,,,
2014-09-30,w000014,3.7,4.6,,,1.7,4.4,北西,7.0,北西,南南東,,,,,,,,,
2014-10-01,w000014,8.2,4.6,,,2.1,4.7,北北西,8.8,東南東,東,,,,,,,,,
2014-10-02,w000014,3.5,4.6,,,1.9,4.2,北西,6.3,北西,東南東,,,,,,,,,
2014-10-03,w000014,2.5,4.6,,,2.7,8.3,西南西,11.9,西南西,南,,,,,,,,,
2014-10-04,w000014,5.2,4.6,,,3.3,5.6,北北東,9.8,北東,北東,,,,,,,,,
2014-10-05,w000014,0.0,4.6,,,2.4,4.7,東,9.6,東,東,,,,,,,,,
2014-10-06,w000014,0.0,4.7,,,4.0,8.8,北,16.3,北北西,北,,,,,,,,,
2014-10-07,w000014,6.1,4.7,,,1.9,5.4,北東,8.6,北東,東北東,,,,,,,,,
2014-10-08,w000014,8.7,4.7,,,1.9,4.3,東,8.2,東南東,東,,,,,,,,,
2014-10-09,w000014,9.0,4.8,,,1.9,3.9,北北西,6.3,北,南南東,,,,,,,,,
2014-10-10,w000014,8.4,4.8,,,1.9,5.0,北北西,8.6,北北西,東北東,,,,,,,,,
2014-10-11,w000014,10.5,4.8,,,3.6,7.0,東,12.0,東,東北東,,,,,,,,,
2014-10-12,w000014,7.6,4.9,,,1.8,3.6,東南東,6.0,東南東,南東,,,,,,,,,
2014-10-13,w000014,0.0,4.9,,,3.4,9.8,北東,18.2,北東,北東,,,,,,,,,
2014-10-14,w000014,2.3,4.9,,,5.3,9.1,北,19.0,北,北,,,,,,,,,
2014-10-15,w000014,3.2,4.9,,,1.9,5.1,北東,8.6,北東,北東,,,,,,,,,
2014-10-16,w000014,9.4,5.0,,,3.7,8.0,南西,13.6,西南西,南西,,,,,,,,,
2014-10-17,w000014,6.4,5.0,,,2.9,7.0,北西,11.8,北西,北西,,,,,,,,,
2014-10-18,w000014,10.5,5.0,,,1.9,4.7,西北西,6.2,西北西,南,,,,,,,,,
2014-10-19,w000014,10.7,5.0,,,1.7,3.7,西北西,5.4,西北西,南,,,,,,,,,
2014-10-20,w000014,0.0,5.0,,,1.7,4.5,東南東,7.6,東南東,南,,,,,,,,,
2014-10-21,w000014,0.0,5.0,,,2.7,7.9,西南西,12.7,北北東,南南東,,,,,,,,,
2014-10-22,w000014,0.0,5.0,,,3.4,5.7,北東,9.9,東北東,北北東,,,,,,,,,
2014-10-23,w000014,0.1,4.9,,,3.1,5.3,北北東,8.8,北北東,北北東,,,,,,,,,
2014-10-24,w000014,10.5,4.9,,,1.5,3.3,西北西,5.0,北西,南南東,,,,,,,,,
2014-10-25,w000014,10.6,4.9,,,1.7,3.0,西北西,4.5,北西,南,,,,,,,,,
2014-10-26,w000014,10.0,4.8,,,1.8,3.5,南西,5.7,西南西,南,,,,,,,,,
2014-10-27,w000014,0.9,4.8,,,4.2,7.9,北北西,13.5,北,北北西,,,,,,,,,
2014-10-28,w000014,5.8,4.7,,,3.9,6.8,北西,11.2,北西,北西,,,,,,,,,
2014-10-29,w000014,10.3,4.7,,,2.1,4.0,北北西,6.9,北北東,南南東,,,,,,,,,
2014-10-30,w000014,10.3,4.6,,,2.2,4.2,東北東,6.5,東南東,南東,,,,,,,,,
2014-10-31,w000014,0.2,4.6,,,1.8,3.7,東,6.1,東,南南東,,,,,,,,,
2014-11-01,w000014,0.0,4.5,,,1.4,3.4,東南東,6.2,東南東,南南東,,,,,,,,,
2014-11-02,w000014,0.0,4.5,,,5.0,12.0,西北西,20.2,西,西南西,,,,,,,,,
2014-11-03,w000014,0.6,4.4,,,6.2,10.9,西北西,20.4,西北西,西北西,,,,,,,,,
2014-11-04,w000014,9.2,4.3,,,2.3,6.5,西北西,7.9,西北西,東,,,,,,,,,
2014-11-05,w000014,9.9,4.2,,,2.0,3.8,東南東,6.1,東南東,南東,,,,,,,,,
2014-11-06,w000014,0.0,4.2,,,1.2,3.3,南,4.3,南南東,南東,,,,,,,,,
2014-11-07,w000014,7.8,4.1,,,2.1,4.4,北,7.7,北,北東,,,,,,,,,
2014-11-08,w000014,3.4,3.9,,,2.5,4.4,東北東,7.6,東南東,東,,,,,,,,,
2014-11-09,w000014,0.0,3.8,,,2.1,7.0,西北西,11.4,西北西,南南東,,,,,,,,,
2014-11-10,w000014,8.6,3.7,,,2.3,4.5,北西,7.7,北北西,東北東,,,,,,,,,
2014-11-11,w000014,7.3,3.6,,,1.7,4.4,東,6.9,東,東南東,,,,,,,,,
2014-11-12,w000014,5.2,3.5,,,5.3,12.1,西,19.0,西南西,西南西,,,,,,,,,
2014-11-13,w000014,0.8,3.4,,,10.1,13.3,西,22.8,西,西,,,,,,,,,
2014-11-14,w000014,1.7,3.3,,,6.4,11.6,西,19.3,西,南南西,,,,,,,,,
2014-11-15,w000014,0.0,3.3,,,3.1,9.3,西,16.7,西,東南東,,,,,,,,,
2014-11-16,w000014,2.1,3.2,,,1.7,3.1,北東,4.9,東,南東,,,,,,,,,
2014-11-17,w000014,0.5,3.2,,,4.0,10.9,西,17.8,西,南南東,,,,,,,,,
2014-11-18,w000014,1.6,3.2,,,3.0,6.4,北西,11.2,北北西,北西,,,,,,,,,
2014-11-19,w000014,4.4,3.1,,,1.5,3.0,北北東,4.3,北北東,南東,,,,,,,,,
2014-11-20,w000014,3.9,3.1,,,1.9,4.0,東南東,6.7,南東,南南東,,,,,,,,,
2014-11-21,w000014,8.9,3.1,,,1.6,3.0,西,5.2,南西,南南東,,,,,,,,,
2014-11-22,w000014,9.2,3.1,,,1.9,3.8,西,5.3,西南西,南,,,,,,,,,
2014-11-23,w000014,1.4,3.0,,,2.3,6.1,北北東,10.2,北北東,東,,,,,,,,,
2014-11-24,w000014,1.9,3.0,,,1.5,4.3,西北西,6.8,西,南,,,,,,,,,
2014-11-25,w000014,0.0,3.0,,,3.0,5.2,北北東,9.1,東,北東,,,,,,,,,
2014-11-26,w000014,0.0,2.9,,,2.5,6.5,北西,10.8,北北西,北西,,,,,,,,,
2014-11-27,w000014,6.5,2.9,,,2.5,7.2,北西,11.7,北西,北西,,,,,,,,,
2014-11-28,w000014,6.5,2.9,,,1.9,4.3,南西,6.7,南西,南南東,,,,,,,,,
2014-11-29,w000014,2.6,2.8,,,4.1,9.4,西南西,13.6,西南西,西南西,,,,,,,,,
2014-11-30,w000014,2.8,2.8,,,1.6,4.3,東南東,7.0,東,東南東,,,,,,,,,
2014-12-01,w000014,0.7,2.7,,,7.1,15.8,西,25.4,西南西,西,,,,,,,,,
2014-12-02,w000014,0.9,2.7,,,13.0,17.3,西南西,27.5,西南西,西南西,,,,,,,,,
2014-12-03,w000014,0.3,2.6,,,9.2,17.0,西南西,26.6,西,南南西,,,,,,,,,
2014-12-04,w000014,0.0,2.6,,,4.9,10.6,西北西,16.8,西北西,南南西,,,,,,,,,
2014-12-05,w000014,0.5,2.5,,,6.8,13.2,西南西,22.1,西南西,西北西,,,,,,,,,
2014-12-06,w000014,0.0,2.4,,,1.5,4.7,東南東,7.3,東南東,南東,,,,,,,,,
2014-12-07,w000014,0.1,2.4,,,2.2,4.6,東南東,7.7,東南東,東南東,,,,,,,,,
2014-12-08,w000014,1.7,2.3,,,1.9,5.1,北西,8.0,北西,南南東,,,,,,,,,
2014-12-09,w000014,0.5,2.2,,,2.8,9.3,北北西,14.5,北西,南東,,,,,,,,,
2014-12-10,w000014,4.7,2.2,,,2.2,4.3,南東,6.4,東南東,南東,,,,,,,,,
2014-12-11,w000014,0.0,2.1,,,6.1,11.5,南西,18.2,南西,西北西,,,,,,,,,
2014-12-12,w000014,0.6,2.1,,,4.1,14.1,西北西,20.1,西,北東,,,,,,,,,
2014-12-13,w000014,0.5,2.0,,,8.2,14.5,西南西,22.5,西,西北西,,,,,,,,,
2014-12-14,w000014,0.0,2.0,,,3.0,9.0,北西,13.9,北西,南東,,,,,,,,,
2014-12-15,w000014,0.2,2.0,,,3.0,8.1,北北西,13.7,北北西,東,,,,,,,,,
2014-12-16,w000014,0.0,2.0,,,6.2,16.1,西,24.6,西,南南東,,,,,,,,,
2014-12-17,w000014,0.8,2.0,,,12.6,17.1,西北西,28.8,西南西,西北西,,,,,,,,,
2014-12-18,w000014,1.0,2.1,,,8.1,14.0,西北西,24.0,西北西,北西,,,,,,,,,
2014-12-19,w000014,0.9,2.1,,,1.8,3.9,南南東,5.3,南南東,南南東,,,,,,,,,
2014-12-20,w000014,0.0,2.1,,,3.0,10.8,西北西,17.1,南西,南南東,,,,,,,,,
2014-12-21,w000014,0.0,2.1,,,7.3,13.2,西,23.0,西北西,西,,,,,,,,,
2014-12-22,w000014,0.8,2.2,,,9.5,14.2,西南西,22.6,西南西,西,,,,,,,,,
2014-12-23,w000014,2.9,2.2,,,3.9,11.1,北西,18.9,北西,東南東,,,,,,,,,
2014-12-24,w000014,0.3,2.2,,,5.2,11.6,西北西,17.6,西北西,南南西,,,,,,,,,
2014-12-25,w000014,0.0,2.2,,,2.4,5.9,北北西,10.5,北西,東南東,,,,,,,,,
2014-12-26,w000014,1.0,2.2,,,4.8,9.8,北西,15.2,北西,北北西,,,,,,,,,
2014-12-27,w000014,5.5,2.1,,,2.3,5.8,北北西,10.8,東北東,東南東,,,,,,,,,
2014-12-28,w000014,8.3,2.1,,,1.9,3.9,南,5.6,南南西,南南東,,,,,,,,,
2014-12-29,w000014,0.4,2.1,,,2.0,6.0,北北東,10.9,北北東,南東,,,,,,,,,
2014-12-30,w000014,0.2,2.0,,,6.1,13.2,西北西,20.8,西,西北西,,,,,,,,,
2014-12-31,w000014,1.5,2.0,,,5.3,12.6,西南西,20.1,西南西,西北西,,,,,,,,,
2015-01-01,w000014,0.0,1.9,,,4.7,11.7,北西,20.9,北西,東北東,,,,,,,,,
2015-01-02,w000014,0.0,1.9,,,4.4,9.0,北北西,16.5,北北西,北西,,,,,,,,,
2015-01-03,w000014,1.0,1.8,,,3.7,10.7,西北西,17.4,北西,南,,,,,,,,,
2015-01-04,w000014,0.3,1.8,,,4.1,9.7,西北西,16.7,西北西,南南西,,,,,,,,,
2015-01-05,w000014,6.3,1.7,,,1.6,4.5,北西,7.6,北北西,南東,,,,,,,,,
2015-01-06,w000014,0.0,1.7,,,6.1,13.4,南西,22.0,南西,北北西,,,,,,,,,
2015-01-07,w000014,0.6,1.7,,,5.8,10.2,西北西,15.5,西北西,北西,,,,,,,,,
2015-01-08,w000014,0.0,1.7,,,5.6,9.9,北西,15.2,西北西,北西,,,,,,,,,
2015-01-09,w000014,1.0,1.7,,,5.3,9.2,北西,13.4,北西,西北西,,,,,,,,,
2015-01-10,w000014,1.0,1.7,,,2.1,5.4,北西,8.6,北北西,南南東,,,,,,,,,
2015-01-11,w000014,0.0,1.8,,,5.1,14.0,南西,24.1,南西,北西,,,,,,,,,
2015-01-12,w000014,0.4,1.8,,,4.0,10.1,北西,15.4,北北西,北西,,,,,,,,,
2015-01-13,w000014,0.2,1.8,,,1.3,5.0,北西,7.6,北西,南東,,,,,,,,,
2015-01-14,w000014,2.3,1.9,,,2.1,4.2,東,6.7,東,東南東,,,,,,,,,
2015-01-15,w000014,0.0,1.9,,,2.7,5.6,北北東,9.6,北北東,東南東,,,,,,,,,
2015-01-16,w000014,2.2,1.9,,,1.7,3.9,西南西,6.4,南南西,南南東,,,,,,,,,
2015-01-17,w000014,0.3,1.9,,,8.5,14.4,西,23.1,西北西,北西,,,,,,,,,
2015-01-18,w000014,6.0,1.9,,,3.0,7.7,北西,12.8,西北西,東南東,,,,,,,,,
2015-01-19,w000014,1.7,2.0,,,5.7,14.5,南西,20.9,西南西,西北西,,,,,,,,,
2015-01-20,w000014,0.6,1.9,,,2.3,4.3,南東,6.3,南東,東南東,,,,,,,,,
2015-01-21,w000014,3.5,1.9,,,2.9,5.8,東南東,7.5,南東,東南東,,,,,,,,,
2015-01-22,w000014,0.0,1.9,,,1.8,4.9,東南東,8.2,北北東,南,,,,,,,,,
2015-01-23,w000014,2.4,1.9,,,4.3,9.0,北北西,16.5,北北西,北北西,,,,,,,,,
2015-01-24,w000014,2.7,1.9,,,3.2,8.4,西南西,14.7,西南西,南南西,,,,,,,,,
2015-01-25,w000014,5.4,1.9,,,2.4,6.9,西北西,11.4,西北西,東,,,,,,,,,
2015-01-26,w000014,0.4,1.9,,,2.2,6.0,東南東,9.5,東南東,南南東,,,,,,,,,
2015-01-27,w000014,0.0,1.9,,,2.9,7.1,北北西,11.9,北北西,北東,,,,,,,,,
2015-01-28,w000014,2.3,1.9,,,3.0,6.5,北西,11.5,北西,北北西,,,,,,,,,
2015-01-29,w000014,0.0,2.0,,,2.4,5.0,東南東,7.9,東南東,東南東,,,,,,,,,
2015-01-30,w000014,0.0,2.0,,,2.4,11.0,北西,16.9,北西,南東,,,,,,,,,
2015-01-31,w000014,1.4,2.0,,,7.7,12.1,西北西,19.5,北西,北西,,,,,,,,,
2015-02-01,w000014,0.2,2.1,,,3.7,8.4,北西,13.1,北西,北西,,,,,,,,,
2015-02-02,w000014,0.0,2.2,,,2.0,5.0,北西,8.8,北西,南東,,,,,,,,,
2015-02-03,w000014,0.0,2.2,,,1.4,2.8,北東,4.2,北西,南南東,,,,,,,,,
2015-02-04,w000014,0.6,2.3,,,1.7,4.2,東南東,6.2,西北西,東南東,,,,,,,,,
2015-02-05,w000014,7.7,2.3,,,2.4,6.2,北北東,10.8,北,東南東,,,,,,,,,
2015-02-06,w000014,2.7,2.4,,,3.6,9.5,北西,13.7,北西,北西,,,,,,,,,
2015-02-07,w000014,7.5,2.5,,,1.9,4.1,西北西,5.9,西,南南東,,,,,,,,,
2015-02-08,w000014,0.0,2.6,,,7.2,14.8,西南西,23.5,西,西南西,,,,,,,,,
2015-02-09,w000014,0.8,2.6,,,7.4,12.9,西北西,20.0,西北西,北西,,,,,,,,,
2015-02-10,w000014,0.1,2.7,,,4.8,9.5,北西,15.3,北北西,西北西,,,,,,,,,
2015-02-11,w000014,0.2,2.7,,,4.5,9.7,南西,15.6,南西,南西,,,,,,,,,
2015-02-12,w000014,1.2,2.8,,,5.3,13.4,西,21.3,西北西,南南西,,,,,,,,,
2015-02-13,w000014,1.3,2.8,,,8.2,13.4,西,22.0,西,西北西,,,,,,,,,
2015-02-14,w000014,2.1,2.9,,,5.7,10.4,北西,17.8,西北西,北西,,,,,,,,,
2015-02-15,w000014,4.8,3.0,,,4.0,10.0,北西,18.1,北西,北北西,,,,,,,,,
2015-02-16,w000014,9.7,3.0,,,2.3,5.1,東,7.7,東,東,,,,,,,,,
2015-02-17,w000014,0.0,3.1,,,1.9,4.7,東,7.5,東,南東,,,,,,,,,
2015-02-18,w000014,1.1,3.2,,,4.4,8.0,北西,12.0,西北西,南南西,,,,,,,,,
2015-02-19,w000014,1.2,3.3,,,4.4,8.8,北西,14.6,北西,北北西,,,,,,,,,
2015-02-20,w000014,4.0,3.3,,,2.1,4.3,北,8.6,北北西,北,,,,,,,,,
2015-02-21,w000014,7.9,3.4,,,1.9,3.8,南東,5.6,南東,南南東,,,,,,,,,
2015-02-22,w000014,1.8,3.5,,,2.7,9.6,西南西,13.6,西南西,南南東,,,,,,,,,
2015-02-23,w000014,0.0,3.6,,,3.7,8.3,西南西,11.8,西南西,西南西,,,,,,,,,
2015-02-24,w000014,3.5,3.6,,,1.9,4.4,北北西,6.5,北北西,南,,,,,,,,,
2015-02-25,w000014,2.7,3.7,,,2.4,5.6,東,8.6,東,東,,,,,,,,,
2015-02-26,w000014,0.0,3.7,,,2.9,9.9,西北西,17.0,西,南東,,,,,,,,,
2015-02-27,w000014,0.9,3.8,,,7.3,11.4,西北西,19.7,西,西北西,,,,,,,,,
2015-02-28,w000014,7.9,3.8,,,2.3,5.8,北北西,9.9,北,東,,,,,,,,,
2015-03-01,w000014,0.0,3.9,,,2.1,8.5,北西,12.8,西北西,北西,,,,,,,,,
2015-03-02,w000014,4.9,3.9,,,3.7,11.2,西北西,18.1,西,北西,,,,,,,,,
2015-03-03,w000014,0.0,3.9,,,2.1,4.6,東南東,6.9,東南東,東南東,,,,,,,,,
2015-03-04,w000014,1.5,4.0,,,7.2,13.4,西,21.2,西,西,,,,,,,,,
2015-03-05,w000014,3.8,4.1,,,5.3,10.1,西北西,15.9,西,北西,,,,,,,,,
2015-03-06,w000014,2.3,4.1,,,1.9,4.6,北北西,7.2,北,東,,,,,,,,,
2015-03-07,w000014,3.1,4.2,,,1.3,3.6,北西,4.6,北北西,東,,,,,,,,,
2015-03-08,w000014,0.1,4.3,,,2.3,7.0,東,11.1,東,東北東,,,,,,,,,
2015-03-09,w000014,0.0,4.4,,,2.2,7.0,北西,10.9,北西,南,,,,,,,,,
2015-03-10,w000014,0.6,4.5,,,9.8,16.0,西北西,26.7,西,西北西,,,,,,,,,
2015-03-11,w000014,1.7,4.5,,,10.1,14.9,西北西,22.2,西,西,,,,,,,,,
2015-03-12,w000014,1.9,4.6,,,8.2,13.9,南西,22.4,南西,西,,,,,,,,,
2015-03-13,w000014,0.9,4.7,,,4.9,11.4,西南西,20.4,西南西,南南西,,,,,,,,,
2015-03-14,w000014,5.4,4.8,,,2.3,5.0,西南西,7.6,北,南南東,,,,,,,,,
2015-03-15,w000014,10.2,4.9,,,1.6,3.2,北北西,4.7,西,南東,,,,,,,,,
2015-03-16,w000014,7.6,4.9,,,2.1,4.7,東南東,7.7,東南東,北北西,,,,,,,,,
2015-03-17,w000014,10.7,5.0,,,1.9,4.9,西北西,7.0,西,南,,,,,,,,,
2015-03-18,w000014,4.8,5.0,,,3.3,5.9,東南東,9.5,東,東南東,,,,,,,,,
2015-03-19,w000014,0.2,5.0,,,2.4,5.6,東,9.3,東南東,東南東,,,,,,,,,
2015-03-20,w000014,3.8,5.0,,,2.3,4.8,北西,7.1,北北西,北北東,,,,,,,,,
2015-03-21,w000014,10.0,5.0,,,2.3,4.8,西北西,7.0,北西,東,,,,,,,,,
2015-03-22,w000014,9.1,5.0,,,3.3,9.7,西南西,14.6,西南西,西,,,,,,,,,
2015-03-23,w000014,2.6,5.0,,,5.5,11.5,西北西,19.6,西,西北西,,,,,,,,,
2015-03-24,w000014,1.4,5.0,,,5.4,9.1,北西,15.7,北西,北西,,,,,,,,,
2015-03-25,w000014,8.3,5.0,,,2.5,5.9,北西,8.9,北北西,北北西,,,,,,,,,
2015-03-26,w000014,11.8,5.0,,,2.3,4.9,西北西,7.4,西北西,南,,,,,,,,,
