date,局ID,日平均気温(毎正時の平均値),日最高気温(毎正時の最大値),日最低気温(毎正時の最小値),相対湿度(0時時点),相対湿度(6時時点),相対湿度(12時時点),相対湿度(18時時点),1時間降水量の日最大,降水量の積算値(0時-6時),降水量の積算値(6時-12時),降水量の積算値(12時-18時),降水量の積算値(18時-24時)
2015-03-25,00063269085,2.8,8.5,-1.0,99.1,99.1,78.9,71.7,2.0,0.0,3.0,0.0,0.0
2015-03-26,00063269085,4.3,13.6,-2.4,98.8,98.9,47.4,79.4,0.0,0.0,0.0,0.0,0.0
2015-03-27,00063269085,6.5,17.7,-2.0,98.3,98.8,47.2,61.6,0.0,0.0,0.0,0.0,0.0
2015-03-28,00063269085,10.0,20.2,1.7,97.2,98.4,50.5,49.1,0.0,0.0,0.0,0.0,0.0
2015-03-29,00063269085,9.4,13.0,6.1,98.1,98.7,99.1,98.7,0.5,0.0,0.5,0.5,0.0
2015-03-30,00063269085,10.4,19.1,3.9,99.3,99.3,68.1,94.1,0.0,0.0,0.0,0.0,0.0
2015-03-31,00063269085,13.1,22.7,3.9,98.9,99.1,55.9,74.7,0.0,0.0,0.0,0.0,0.0
2015-04-01,00063269085,13.6,16.0,10.8,97.7,99.0,99.1,96.2,3.0,2.0,12.0,0.5,0.0
2015-04-02,00063269085,12.1,18.5,5.6,94.4,98.9,68.9,93.8,0.0,0.0,0.0,0.0,0.0
2015-04-03,00063269085,14.1,17.6,11.8,96.3,97.8,98.1,99.2,6.5,0.0,0.0,12.0,0.0
2015-04-04,00063269085,16.1,22.1,12.3,98.8,99.0,83.4,96.4,0.0,0.0,0.0,0.0,0.0
2015-04-05,00063269085,12.7,13.6,11.9,98.8,98.9,99.1,98.8,2.5,3.5,2.0,0.0,0.0
2015-04-06,00063269085,13.1,15.1,9.4,99.2,99.0,98.1,99.0,0.0,0.0,0.0,0.0,0.0
2015-04-07,00063269085,7.7,9.1,6.5,98.9,98.9,93.9,91.3,0.0,0.0,0.0,0.0,0.0
2015-04-08,00063269085,5.3,9.0,2.0,80.3,98.9,81.3,80.6,0.5,0.0,0.5,0.0,0.0
2015-04-09,00063269085,8.2,14.6,0.8,98.7,98.2,69.0,84.5,0.0,0.0,0.0,0.0,0.0
2015-04-10,00063269085,9.2,10.0,8.3,95.3,95.3,98.6,98.9,0.5,0.0,0.5,0.0,0.0
2015-04-11,00063269085,9.5,13.2,4.2,99.3,99.4,81.1,89.4,0.0,0.0,0.0,0.0,0.0
2015-04-12,00063269085,10.1,16.5,2.2,99.1,99.2,78.4,86.2,0.0,0.0,0.0,0.0,0.0
2015-04-13,00063269085,11.8,13.2,10.3,74.1,94.9,98.3,98.3,1.0,0.0,1.5,1.5,0.0
2015-04-14,00063269085,13.4,14.6,11.8,98.2,98.7,98.7,99.2,1.5,0.0,0.0,2.5,0.0
2015-04-15,00063269085,9.9,14.4,7.0,99.2,99.3,77.3,98.5,0.0,0.0,0.0,0.0,0.0
2015-04-16,00063269085,11.6,19.2,4.5,99.0,99.3,70.8,68.6,0.0,0.0,0.0,0.0,0.0
2015-04-17,00063269085,11.1,16.9,3.8,98.5,99.0,59.2,58.1,0.5,0.0,0.5,0.0,0.0
2015-04-18,00063269085,11.5,21.3,1.4,98.6,98.9,36.3,50.8,0.0,0.0,0.0,0.0,0.0
2015-04-19,00063269085,13.4,17.3,10.1,96.7,98.8,99.0,97.3,1.5,0.0,1.5,1.5,0.0
2015-04-20,00063269085,15.9,18.9,12.6,95.3,98.1,99.1,99.3,3.0,0.0,3.5,8.0,1.5
2015-04-21,00063269085,10.7,15.6,5.0,99.3,97.8,82.5,74.4,0.0,0.0,0.0,0.0,0.0
2015-04-22,00063269085,14.1,21.0,4.5,98.9,96.6,63.1,76.9,0.0,0.0,0.0,0.0,0.0
2015-04-23,00063269085,13.7,22.1,6.5,98.8,99.0,48.3,79.3,0.0,0.0,0.0,0.0,0.0
2015-04-24,00063269085,14.6,22.6,5.8,97.9,98.7,54.4,66.7,0.0,0.0,0.0,0.0,0.0
2015-04-25,00063269085,13.7,21.9,6.4,87.9,98.4,38.5,56.2,0.0,0.0,0.0,0.0,0.0
2015-04-26,00063269085,14.7,23.9,5.2,74.6,88.3,43.3,49.3,0.0,0.0,0.0,0.0,0.0
2015-04-27,00063269085,17.1,25.9,9.0,97.9,98.8,57.7,54.8,0.0,0.0,0.0,0.0,0.0
2015-04-28,00063269085,17.3,24.9,10.3,98.3,98.9,67.9,71.1,0.0,0.0,0.0,0.0,0.0
2015-04-29,00063269085,18.1,22.4,13.2,95.3,91.2,63.4,59.8,0.0,0.0,0.0,0.0,0.0
2015-04-30,00063269085,17.5,24.6,10.1,96.0,98.1,54.6,52.5,0.0,0.0,0.0,0.0,0.0
2015-05-01,00063269085,18.0,25.6,10.8,97.9,98.6,57.8,68.5,0.0,0.0,0.0,0.0,0.0
2015-05-02,00063269085,18.7,27.5,10.3,94.5,98.5,47.7,35.9,0.0,0.0,0.0,0.0,0.0
2015-05-03,00063269085,18.4,22.8,13.3,92.6,97.7,69.9,81.5,0.0,0.0,0.0,0.0,0.0
2015-05-04,00063269085,17.0,20.2,12.8,98.7,98.8,95.6,98.8,1.5,0.5,0.5,0.0,1.5
2015-05-05,00063269085,14.8,22.1,8.6,97.8,98.4,43.4,68.1,0.0,0.0,0.0,0.0,0.0
2015-05-06,00063269085,16.9,23.1,10.6,96.8,98.8,55.1,74.1,0.0,0.0,0.0,0.0,0.0
2015-05-07,00063269085,17.3,22.4,13.7,97.4,94.5,65.5,83.3,0.0,0.0,0.0,0.0,0.0
2015-05-08,00063269085,17.5,24.3,10.7,97.7,98.2,55.2,72.4,0.0,0.0,0.0,0.0,0.0
2015-05-09,00063269085,15.4,19.5,11.0,87.0,93.2,89.2,74.5,0.0,0.0,0.0,0.0,0.0
2015-05-10,00063269085,15.0,21.1,9.7,98.3,87.5,44.6,58.0,0.0,0.0,0.0,0.0,0.0
2015-05-11,00063269085,15.0,22.0,6.1,61.8,96.4,54.1,75.7,0.0,0.0,0.0,0.0,0.0
2015-05-12,00063269085,16.5,19.3,13.5,88.5,97.3,97.8,98.5,7.5,0.0,0.0,15.0,13.5
2015-05-13,00063269085,16.7,23.8,10.4,98.5,98.7,60.3,53.0,0.0,0.0,0.0,0.0,0.0
2015-05-14,00063269085,17.6,25.6,10.6,94.8,98.8,37.2,65.7,0.0,0.0,0.0,0.0,0.0
2015-05-15,00063269085,20.8,27.4,15.1,98.0,99.0,74.4,78.3,0.0,0.0,0.0,0.0,0.0
2015-05-16,00063269085,17.7,21.0,11.9,98.5,99.1,98.0,93.8,8.5,17.0,11.0,0.0,0.0
2015-05-17,00063269085,15.8,23.9,9.0,98.9,99.2,46.3,71.3,0.0,0.0,0.0,0.0,0.0
2015-05-18,00063269085,16.7,23.3,10.3,94.1,95.9,71.0,84.9,2.5,0.0,0.0,0.0,4.0
2015-05-19,00063269085,17.2,21.1,12.0,99.0,99.2,99.0,93.1,8.0,22.0,0.0,0.0,0.0
2015-05-20,00063269085,15.8,23.9,8.7,99.0,99.1,73.3,79.3,0.5,0.0,0.0,0.0,0.5
2015-05-21,00063269085,14.9,22.1,9.9,98.9,99.1,49.8,70.2,0.0,0.0,0.0,0.0,0.0
2015-05-22,00063269085,15.9,25.6,8.3,98.1,98.2,56.6,59.7,0.0,0.0,0.0,0.0,0.0
2015-05-23,00063269085,16.4,23.1,9.9,96.5,98.0,72.5,83.9,0.0,0.0,0.0,0.0,0.0
2015-05-24,00063269085,18.6,25.2,13.3,97.9,98.7,64.5,73.7,0.0,0.0,0.0,0.0,0.0
2015-05-25,00063269085,19.5,26.1,11.8,96.4,98.2,51.3,58.3,0.0,0.0,0.0,0.0,0.0
2015-05-26,00063269085,19.9,28.7,12.6,98.1,98.7,63.4,50.1,0.0,0.0,0.0,0.0,0.0
2015-05-27,00063269085,20.0,30.5,10.2,87.2,94.3,40.2,61.0,0.0,0.0,0.0,0.0,0.0
2015-05-28,00063269085,20.0,25.9,12.4,87.3,93.8,67.2,77.1,0.0,0.0,0.0,0.0,0.0
2015-05-29,00063269085,22.4,28.6,16.9,79.8,86.2,66.5,61.2,0.0,0.0,0.0,0.0,0.0
2015-05-30,00063269085,21.2,29.3,13.3,93.5,97.7,50.0,60.2,0.0,0.0,0.0,0.0,0.0
2015-05-31,00063269085,20.2,24.9,14.8,91.1,91.6,65.0,52.3,0.0,0.0,0.0,0.0,0.0
2014-06-01,00064253830,26.0,34.1,18.8,61.1,74.9,45.2,27.5,0.0,0.0,0.0,0.0,0.0
2014-06-02,00064253830,25.2,31.5,20.8,47.8,61.0,45.0,60.1,0.0,0.0,0.0,0.0,0.0
2014-06-03,00064253830,24.9,32.1,21.5,78.6,74.1,30.0,59.5,0.0,0.0,0.0,0.0,0.0
2014-06-04,00064253830,22.5,25.1,20.0,70.0,74.7,62.5,66.8,1.0,0.0,0.0,0.0,1.0
2014-06-05,00064253830,19.5,20.8,17.7,83.0,87.0,78.5,80.7,2.0,1.5,3.5,0.0,0.0
2014-06-06,00064253830,22.0,25.5,19.5,82.8,83.0,79.0,69.8,0.0,0.0,0.0,0.0,0.0
2014-06-07,00064253830,22.3,25.3,19.5,92.3,90.8,76.5,69.4,0.0,0.0,0.0,0.0,0.0
2014-06-08,00064253830,24.3,30.9,20.5,69.6,86.0,51.8,71.8,0.0,0.0,0.0,0.0,0.0
2014-06-09,00064253830,24.4,28.4,19.9,84.7,91.7,66.1,54.1,7.5,15.0,0.0,0.0,0.0
2014-06-10,00064253830,24.5,28.4,21.9,76.9,80.6,65.9,65.4,0.0,0.0,0.0,0.0,0.0
2014-06-11,00064253830,22.5,23.9,20.4,77.9,80.2,71.1,74.9,0.0,0.0,0.0,0.0,0.0
2014-06-12,00064253830,21.7,26.8,18.7,93.6,96.7,66.4,88.4,1.5,1.0,0.0,0.0,1.5
2014-06-13,00064253830,21.0,24.9,17.7,80.7,83.6,53.1,72.2,0.0,0.0,0.0,0.0,0.0
2014-06-14,00064253830,21.9,25.4,17.4,68.1,77.4,61.0,60.8,1.0,0.0,0.0,0.0,1.0
2014-06-15,00064253830,24.3,30.0,19.0,86.7,86.6,46.0,51.3,0.0,0.0,0.0,0.0,0.0
2014-06-16,00064253830,25.0,30.9,19.7,72.6,80.2,43.9,53.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,00064253830,23.8,27.9,21.0,59.4,73.2,55.8,55.0,0.0,0.0,0.0,0.0,0.0
2014-06-18,00064253830,21.0,23.2,19.3,68.8,74.0,68.2,79.4,0.0,0.0,0.0,0.0,0.0
2014-06-19,00064253830,23.6,29.9,17.5,88.0,87.1,47.6,45.3,0.0,0.0,0.0,0.0,0.0
2014-06-20,00064253830,24.8,30.9,20.7,68.5,82.7,43.4,66.6,0.0,0.0,0.0,0.0,0.0
2014-06-21,00064253830,24.3,28.3,22.0,78.6,84.4,61.2,64.7,0.0,0.0,0.0,0.0,0.0
2014-06-22,00064253830,22.0,26.3,20.3,90.3,94.2,79.4,77.6,1.0,2.5,1.5,0.0,0.0
2014-06-23,00064253830,22.8,26.6,20.3,83.9,82.8,54.7,60.2,0.0,0.0,0.0,0.0,0.0
2014-06-24,00064253830,23.6,28.0,19.8,73.3,76.7,57.4,56.6,0.0,0.0,0.0,0.0,0.0
2014-06-25,00064253830,24.8,31.9,20.3,64.2,76.5,49.5,49.0,0.0,0.0,0.0,0.0,0.0
2014-06-26,00064253830,24.9,27.9,22.0,87.0,87.8,67.0,69.0,0.0,0.0,0.0,0.0,0.0
2014-06-27,00064253830,24.0,26.9,22.2,76.4,81.3,63.1,67.2,0.0,0.0,0.0,0.0,0.0
2014-06-28,00064253830,22.4,25.7,19.9,76.8,96.6,77.8,91.4,8.5,8.0,0.0,0.5,9.0
2014-06-29,00064253830,23.4,30.5,20.4,95.7,95.2,45.0,83.7,1.0,1.0,0.0,0.5,0.0
2014-06-30,00064253830,24.5,29.2,20.5,85.4,92.5,49.4,65.7,0.0,0.0,0.0,0.0,0.0
2014-07-01,00064253830,25.6,30.6,20.6,73.1,80.8,51.2,57.6,0.0,0.0,0.0,0.0,0.0
2014-07-02,00064253830,25.7,31.3,21.1,66.6,80.1,56.9,59.1,0.0,0.0,0.0,0.0,0.0
2014-07-03,00064253830,21.8,24.3,19.0,75.2,76.4,86.1,97.0,4.5,0.0,0.0,13.5,3.0
2014-07-04,00064253830,23.7,28.4,20.5,95.6,95.5,67.4,78.1,0.0,0.0,0.0,0.0,0.0
2014-07-05,00064253830,23.9,27.6,21.9,94.0,88.1,88.4,73.7,0.5,0.5,0.0,0.0,0.0
2014-07-06,00064253830,23.9,28.2,21.2,84.3,80.5,69.1,96.3,6.0,0.0,0.0,3.5,23.0
2014-07-07,00064253830,23.6,26.0,21.4,97.1,97.1,88.0,81.2,1.5,2.5,0.5,0.0,0.0
2014-07-08,00064253830,27.5,31.2,23.8,89.3,92.2,70.0,75.0,0.0,0.0,0.0,0.0,0.0
2014-07-09,00064253830,27.2,32.0,24.1,86.8,87.0,63.9,92.9,8.5,0.0,0.0,8.5,0.0
2014-07-10,00064253830,25.5,27.0,24.0,92.5,95.1,92.0,87.5,2.0,0.5,4.5,0.0,0.0
2014-07-11,00064253830,27.0,32.7,24.1,95.6,87.6,52.9,76.9,0.5,0.5,0.0,0.0,0.0
2014-07-12,00064253830,27.5,34.4,23.6,84.1,90.2,47.3,62.5,0.0,0.0,0.0,0.0,0.0
2014-07-13,00064253830,24.8,26.4,22.6,65.0,78.9,92.9,85.9,3.0,0.0,3.5,0.0,0.0
2014-07-14,00064253830,25.1,26.4,24.2,87.7,96.8,85.4,94.2,0.5,0.5,0.0,0.5,0.0
2014-07-15,00064253830,28.0,32.7,23.7,92.3,95.3,64.7,65.4,0.0,0.0,0.0,0.0,0.0
2014-07-16,00064253830,29.1,33.5,24.9,75.4,88.5,60.0,61.5,0.0,0.0,0.0,0.0,0.0
2014-07-17,00064253830,29.0,34.5,26.3,78.1,81.9,57.1,70.7,0.0,0.0,0.0,0.0,0.0
2014-07-18,00064253830,27.7,32.8,25.0,85.0,85.2,57.1,73.6,0.0,0.0,0.0,0.0,0.0
2014-07-19,00064253830,25.6,31.4,23.0,80.2,85.6,60.3,93.2,10.0,0.0,0.0,12.5,0.5
2014-07-20,00064253830,26.0,29.6,22.6,95.5,95.3,76.6,64.6,1.0,0.0,0.0,1.0,0.0
2014-07-21,00064253830,27.7,33.8,23.1,77.3,87.6,62.1,51.4,0.0,0.0,0.0,0.0,0.0
2014-07-22,00064253830,28.7,33.4,24.6,76.4,85.5,55.5,58.9,0.0,0.0,0.0,0.0,0.0
2014-07-23,00064253830,29.2,33.9,25.5,80.4,86.5,54.7,65.2,0.0,0.0,0.0,0.0,0.0
2014-07-24,00064253830,29.2,32.5,26.6,74.5,84.5,60.6,79.4,0.0,0.0,0.0,0.0,0.0
2014-07-25,00064253830,31.1,35.2,26.1,78.6,82.9,57.8,61.5,0.0,0.0,0.0,0.0,0.0
2014-07-26,00064253830,31.9,37.2,27.5,65.3,77.0,44.5,56.4,0.0,0.0,0.0,0.0,0.0
2014-07-27,00064253830,26.9,30.0,23.4,79.5,82.4,89.8,60.1,2.0,0.0,3.5,0.5,0.0
2014-07-28,00064253830,26.3,32.7,21.5,73.3,82.3,52.4,57.7,0.0,0.0,0.0,0.0,0.0
2014-07-29,00064253830,27.5,32.5,23.0,76.2,84.9,58.1,63.4,0.0,0.0,0.0,0.0,0.0
2014-07-30,00064253830,28.4,33.6,25.1,82.2,84.1,62.1,68.3,0.0,0.0,0.0,0.0,0.0
2014-07-31,00064253830,30.2,36.8,25.4,79.2,84.1,50.3,51.9,0.0,0.0,0.0,0.0,0.0
2014-08-01,00064253830,29.8,33.0,27.0,73.2,82.0,66.3,65.4,0.0,0.0,0.0,0.0,0.0
2014-08-02,00064253830,27.6,30.0,26.0,69.2,85.6,83.2,83.3,0.0,0.0,0.0,0.0,0.0
2014-08-03,00064253830,26.9,31.1,24.8,86.1,86.3,72.2,88.1,3.0,0.0,0.5,0.0,3.5
2014-08-04,00064253830,27.2,30.1,24.8,95.6,95.6,72.6,67.7,1.5,1.0,0.5,1.5,0.0
2014-08-05,00064253830,29.9,34.8,25.9,81.3,86.1,51.1,68.4,0.0,0.0,0.0,0.0,0.0
2014-08-06,00064253830,29.5,32.9,27.1,71.5,78.6,68.1,67.4,0.0,0.0,0.0,0.0,0.0
2014-08-07,00064253830,29.7,34.8,26.2,81.6,86.8,45.4,57.4,0.0,0.0,0.0,0.0,0.0
2014-08-08,00064253830,26.1,30.7,21.4,77.0,88.3,71.4,88.6,3.5,0.0,0.0,0.5,8.5
2014-08-09,00064253830,22.7,24.7,21.2,95.1,96.4,96.8,97.5,17.5,12.0,47.0,36.0,0.5
2014-08-10,00064253830,25.8,27.7,24.7,91.9,84.7,95.6,87.6,33.0,9.0,5.5,67.5,1.0
2014-08-11,00064253830,26.7,30.5,24.5,89.2,86.0,59.0,80.5,0.0,0.0,0.0,0.0,0.0
2014-08-12,00064253830,25.1,28.0,22.4,87.4,97.6,75.0,79.6,2.0,2.5,4.0,0.0,0.0
2014-08-13,00064253830,27.3,33.0,23.9,93.1,95.3,68.3,71.9,0.0,0.0,0.0,0.0,0.0
2014-08-14,00064253830,27.2,30.5,25.5,84.9,92.6,96.0,83.7,1.0,0.0,0.0,1.0,0.0
2014-08-15,00064253830,28.2,33.2,26.0,92.0,95.9,61.7,76.6,3.5,0.0,0.0,0.5,9.5
2014-08-16,00064253830,26.5,30.9,24.1,97.5,94.5,84.8,97.7,45.5,0.0,0.0,57.0,17.5
2014-08-17,00064253830,27.7,33.0,24.7,96.9,97.7,72.0,83.4,2.5,2.5,1.0,0.0,0.0
2014-08-18,00064253830,29.0,33.8,25.0,93.0,93.1,57.5,64.8,0.0,0.0,0.0,0.0,0.0
2014-08-19,00064253830,29.7,35.1,25.5,86.0,89.8,53.5,58.5,0.0,0.0,0.0,0.0,0.0
2014-08-20,00064253830,29.9,34.9,25.8,77.9,86.3,53.5,55.2,0.0,0.0,0.0,0.0,0.0
2014-08-21,00064253830,29.3,33.0,26.3,68.4,82.8,56.6,61.0,0.0,0.0,0.0,0.0,0.0
2014-08-22,00064253830,28.8,33.1,25.8,77.0,82.8,52.8,68.8,0.0,0.0,0.0,0.0,0.0
2014-08-23,00064253830,26.2,32.4,22.4,80.6,96.1,56.8,94.9,6.0,15.5,0.5,0.5,4.5
2014-08-24,00064253830,24.4,27.8,22.7,94.8,94.2,75.7,96.9,14.5,0.0,0.0,15.5,22.0
2014-08-25,00064253830,25.8,30.3,22.9,97.3,96.9,73.0,89.7,3.0,0.0,0.0,3.0,1.0
2014-08-26,00064253830,26.0,31.0,23.3,92.4,93.1,73.6,92.6,7.5,0.0,6.0,7.5,0.5
2014-08-27,00064253830,26.1,30.4,23.4,90.2,92.5,67.0,75.1,0.0,0.0,0.0,0.0,0.0
2014-08-28,00064253830,23.5,26.4,20.5,77.3,95.0,84.2,71.8,1.5,0.5,3.5,0.5,0.0
2014-08-29,00064253830,23.8,28.7,21.3,85.6,87.7,64.0,81.1,0.0,0.0,0.0,0.0,0.0
2014-08-30,00064253830,24.9,30.7,21.1,93.8,94.5,50.6,70.0,0.0,0.0,0.0,0.0,0.0
2014-08-31,00064253830,25.0,28.6,22.6,79.7,86.3,69.2,64.5,0.0,0.0,0.0,0.0,0.0
2014-09-01,00064253830,22.7,23.6,21.8,83.1,93.5,93.3,91.2,1.5,0.0,3.5,1.5,0.0
2014-09-02,00064253830,25.5,31.0,21.0,95.0,97.0,59.5,76.5,0.0,0.0,0.0,0.0,0.0
2014-09-03,00064253830,25.3,28.9,23.4,81.9,81.6,71.3,78.4,0.0,0.0,0.0,0.0,0.0
2014-09-04,00064253830,24.5,25.2,23.1,79.5,89.4,86.8,91.3,1.5,0.0,1.0,1.5,0.0
2014-09-05,00064253830,25.0,29.2,23.2,94.9,97.6,87.9,94.9,18.0,0.5,19.5,0.5,9.0
2014-09-06,00064253830,24.7,31.2,20.0,96.7,97.1,69.8,92.1,21.5,0.0,0.0,13.5,23.0
2014-09-07,00064253830,24.4,30.6,20.3,96.4,96.8,61.9,63.0,0.5,0.5,0.0,0.0,0.0
2014-09-08,00064253830,23.2,27.3,20.5,81.0,90.0,72.6,70.5,0.0,0.0,0.0,0.0,0.0
2014-09-09,00064253830,24.4,30.7,20.0,83.0,90.3,52.4,61.0,0.0,0.0,0.0,0.0,0.0
2014-09-10,00064253830,24.2,27.8,20.3,72.6,86.0,60.0,64.0,0.0,0.0,0.0,0.0,0.0
2014-09-11,00064253830,23.0,27.9,19.5,82.2,95.2,61.8,54.9,0.5,0.5,0.0,0.0,0.0
2014-09-12,00064253830,22.1,27.3,18.5,73.4,78.6,47.2,57.3,0.0,0.0,0.0,0.0,0.0
2014-09-13,00064253830,22.3,26.6,19.2,67.2,74.6,52.8,56.2,0.0,0.0,0.0,0.0,0.0
2014-09-14,00064253830,22.8,29.1,17.6,77.0,90.6,48.9,55.1,0.0,0.0,0.0,0.0,0.0
2014-09-15,00064253830,23.3,28.9,18.9,81.0,90.2,64.9,66.5,0.0,0.0,0.0,0.0,0.0
2014-09-16,00064253830,24.3,28.6,20.5,78.9,89.3,58.5,53.0,0.0,0.0,0.0,0.0,0.0
2014-09-17,00064253830,22.2,26.0,19.2,72.5,76.1,51.5,53.4,0.0,0.0,0.0,0.0,0.0
2014-09-18,00064253830,20.9,24.4,18.8,66.6,62.9,58.6,47.9,0.0,0.0,0.0,0.0,0.0
2014-09-19,00064253830,19.1,21.9,17.1,67.1,74.0,56.4,62.8,0.0,0.0,0.0,0.0,0.0
2014-09-20,00064253830,19.6,23.2,17.2,69.0,73.7,54.6,62.8,0.0,0.0,0.0,0.0,0.0
2014-09-21,00064253830,21.3,27.5,16.0,79.0,87.7,41.8,63.7,0.0,0.0,0.0,0.0,0.0
2014-09-22,00064253830,21.9,27.4,18.2,73.6,86.1,54.1,50.1,0.0,0.0,0.0,0.0,0.0
2014-09-23,00064253830,21.6,28.0,15.8,72.4,86.3,58.0,64.2,0.0,0.0,0.0,0.0,0.0
2014-09-24,00064253830,22.1,24.1,20.6,79.7,90.6,78.8,85.6,3.0,0.0,0.0,0.0,3.0
2014-09-25,00064253830,23.7,28.5,20.9,97.6,97.5,70.2,67.1,18.0,37.5,1.0,0.0,0.0
2014-09-26,00064253830,23.2,27.8,18.5,66.5,80.4,43.9,68.2,0.0,0.0,0.0,0.0,0.0
2014-09-27,00064253830,23.7,28.7,20.1,77.9,63.6,34.6,53.2,0.0,0.0,0.0,0.0,0.0
2014-09-28,00064253830,22.6,28.0,17.5,71.1,86.1,48.8,60.0,0.0,0.0,0.0,0.0,0.0
2014-09-29,00064253830,22.6,28.3,18.3,71.4,81.3,48.3,56.5,0.0,0.0,0.0,0.0,0.0
2014-09-30,00064253830,22.2,27.6,18.4,73.9,83.5,50.8,56.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,00064253830,22.9,26.0,20.0,74.7,79.7,56.8,64.9,0.0,0.0,0.0,0.0,0.0
2014-10-02,00064253830,22.8,26.2,19.5,76.0,88.1,64.4,76.4,0.0,0.0,0.0,0.0,0.0
2014-10-03,00064253830,22.5,26.6,20.3,77.2,82.0,63.4,87.5,0.5,0.0,0.0,0.5,0.0
2014-10-04,00064253830,21.1,23.2,19.1,76.6,78.1,57.1,62.9,0.0,0.0,0.0,0.0,0.0
2014-10-05,00064253830,19.5,20.1,19.1,77.5,79.0,89.1,94.1,2.0,0.0,0.0,2.0,0.5
2014-10-06,00064253830,21.0,23.3,17.7,93.7,86.8,72.9,71.5,4.5,6.5,8.5,0.0,0.0
2014-10-07,00064253830,19.2,24.2,15.7,62.3,67.9,41.9,57.2,0.0,0.0,0.0,0.0,0.0
2014-10-08,00064253830,18.9,24.2,13.9,81.7,92.2,51.4,61.7,0.0,0.0,0.0,0.0,0.0
2014-10-09,00064253830,19.5,22.6,17.0,81.7,87.0,72.0,96.2,2.5,0.0,0.0,0.0,4.5
2014-10-10,00064253830,21.3,25.6,17.9,95.9,96.5,64.4,68.7,0.0,0.0,0.0,0.0,0.0
2014-10-11,00064253830,20.8,24.7,17.8,80.7,82.7,56.1,72.9,0.0,0.0,0.0,0.0,0.0
2014-10-12,00064253830,20.1,22.4,18.3,83.6,91.0,60.0,71.2,0.0,0.0,0.0,0.0,0.0
2014-10-13,00064253830,18.5,19.9,16.1,75.6,95.2,81.4,96.8,11.5,5.5,2.5,3.5,49.0
2014-10-14,00064253830,17.2,20.1,14.1,79.7,88.2,62.7,63.5,0.0,0.0,0.0,0.0,0.0
2014-10-15,00064253830,15.7,19.8,12.1,80.6,82.4,50.2,66.0,0.0,0.0,0.0,0.0,0.0
2014-10-16,00064253830,16.4,22.0,11.7,80.4,94.3,41.9,59.6,0.0,0.0,0.0,0.0,0.0
2014-10-17,00064253830,15.8,20.2,12.8,79.5,66.0,48.6,56.2,0.0,0.0,0.0,0.0,0.0
2014-10-18,00064253830,15.3,21.5,9.9,74.2,80.8,47.6,57.0,0.0,0.0,0.0,0.0,0.0
2014-10-19,00064253830,16.9,23.3,11.0,81.0,95.5,57.0,67.8,0.0,0.0,0.0,0.0,0.0
2014-10-20,00064253830,17.9,19.5,16.9,80.4,76.9,95.2,97.7,2.0,0.0,0.0,2.0,4.5
2014-10-21,00064253830,19.4,24.1,17.0,97.7,97.0,77.4,90.1,0.0,0.0,0.0,0.0,0.0
2014-10-22,00064253830,17.5,19.0,15.6,95.9,94.1,80.0,90.6,0.5,0.5,0.0,1.0,0.0
2014-10-23,00064253830,16.4,21.3,12.7,73.6,79.8,46.5,63.4,0.0,0.0,0.0,0.0,0.0
2014-10-24,00064253830,15.3,21.6,10.5,81.6,94.4,62.9,75.6,0.0,0.0,0.0,0.0,0.0
2014-10-25,00064253830,16.1,21.5,11.6,91.3,96.7,65.0,75.5,0.0,0.0,0.0,0.0,0.0
2014-10-26,00064253830,19.1,26.0,14.1,90.6,96.3,65.3,60.9,0.5,0.0,0.0,0.0,0.5
2014-10-27,00064253830,16.7,22.9,12.7,92.9,97.0,66.8,63.1,3.5,8.5,0.0,0.0,0.0
2014-10-28,00064253830,13.1,17.1,9.8,56.0,75.0,41.8,53.4,0.0,0.0,0.0,0.0,0.0
2014-10-29,00064253830,13.0,18.7,7.8,70.5,85.4,54.0,56.3,0.0,0.0,0.0,0.0,0.0
2014-10-30,00064253830,15.7,21.7,10.5,77.9,86.0,44.6,78.2,0.0,0.0,0.0,0.0,0.0
2014-10-31,00064253830,17.4,19.8,15.7,88.5,90.9,80.1,93.4,0.5,0.0,0.0,0.0,0.5
2014-11-01,00064253830,16.1,16.6,15.6,95.7,97.6,97.8,97.4,3.5,2.5,6.5,0.5,1.5
2014-11-02,00064253830,17.7,19.6,15.2,97.7,97.6,94.8,82.3,3.0,0.0,0.0,4.5,0.0
2014-11-03,00064253830,14.0,17.0,11.2,67.5,71.0,45.6,74.3,0.0,0.0,0.0,0.0,0.0
2014-11-04,00064253830,12.7,18.1,9.4,67.3,73.7,47.6,63.9,0.0,0.0,0.0,0.0,0.0
2014-11-05,00064253830,13.2,18.1,8.6,80.6,92.7,73.5,77.9,0.0,0.0,0.0,0.0,0.0
2014-11-06,00064253830,16.5,20.4,14.3,85.4,92.2,78.5,88.7,0.0,0.0,0.0,0.0,0.0
2014-11-07,00064253830,14.9,18.3,10.2,74.5,67.9,49.4,56.3,0.0,0.0,0.0,0.0,0.0
2014-11-08,00064253830,12.7,17.1,8.2,74.2,82.8,48.0,65.1,0.0,0.0,0.0,0.0,0.0
2014-11-09,00064253830,13.6,14.7,12.6,75.8,82.5,97.3,97.3,1.5,0.0,3.0,1.5,0.0
